,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
42,   희석주당이익(손실),[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,"1,265"
43,수익(매출액),[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"42,563,061,865"
44,매출원가,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"36,367,506,556"
45,매출총이익,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"6,195,555,309"
46,판매비와관리비,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"2,647,850,812"
47,영업이익(손실),[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"3,547,704,497"
48,기타이익,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"1,706,910,595"
49,기타손실,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"1,267,786,986"
50,금융수익,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"351,478,150"
51,금융원가,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"160,370,973"
52,법인세비용차감전순이익(손실),[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"4,177,935,283"
53,법인세비용,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"990,478,945"
54,당기순이익(손실),[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"3,187,456,338"
55,주당이익 [abstract],[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
56,   기본주당이익(손실),[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,199
57,수익(매출액),[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"207,628,000,000"
58,매출총이익,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"207,628,000,000"
59,판매비와관리비,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"15,832,000,000"
60,영업이익(손실),[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"191,796,000,000"
61,기타이익,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"3,000,000"
62,기타손실,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"71,000,000"
63,금융수익,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"50,000,000"
64,금융원가,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"3,990,000,000"
65,법인세비용차감전순이익(손실),[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"187,788,000,000"
66,법인세비용,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"5,016,000,000"
67,당기순이익(손실),[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"182,772,000,000"
68,주당이익 [abstract],[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
69,   기본주당이익(손실),[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,"1,930"
70,   우선주당이익(손실),[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,"1,943"
71,매출액,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"2,145,582,508,245"
72,   공사매출,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromConstruction,"2,076,254,969,805"
73,   분양매출,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsRealEstate,"37,061,214,987"
74,   기타매출,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue,"32,266,323,453"
75,매출원가,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"1,871,265,822,963"
76,   공사매출원가,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromConstruction,"1,804,694,391,481"
77,   분양매출원가,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsRealEstate,"34,870,059,501"
78,   기타매출원가,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherCostOfSales,"31,701,371,981"
79,매출총이익,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"274,316,685,282"
80,판매비와관리비,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"101,143,790,317"
81,영업이익,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"173,172,894,965"
82,기타수익,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"165,288,870,258"
83,기타비용,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"144,352,312,630"
84,금융수익,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"60,700,707,319"
85,금융원가,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"72,301,300,267"
86,법인세비용차감전순이익,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"182,508,859,645"
87,법인세비용,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"46,449,915,438"
88,당기순이익,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"136,058,944,207"
89,주당이익 [abstract],[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
90,   기본주당이익(손실),[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,nan
91,   희석주당이익(손실),[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,nan
92,수익(매출액),[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"711,402,841,808"
93,   상품매출액,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsMerchandise,"698,349,504,001"
94,   수수료매출,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromRenderingOfServicesCommission,"13,053,337,807"
95,매출원가,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"680,025,109,249"
96,   상품매출원가,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsMerchandises,"671,347,177,567"
97,   수수료매출원가,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromRenderingOfServicesCommission,"8,677,931,682"
98,매출총이익,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"31,377,732,559"
99,판매비와관리비,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"16,064,365,467"
100,영업이익(손실),[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"15,313,367,092"
101,기타이익,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"51,033,002,534"
102,기타손실,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"53,778,200,608"
103,금융수익,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"855,233,282"
104,금융원가,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"2,831,660,717"
105,관계기업및종속기업관련손익,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,0
106,법인세비용차감전순이익(손실),[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"10,591,741,583"
107,법인세비용,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"2,711,149,358"
108,당기순이익(손실),[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"7,880,592,225"
109,주당이익 [abstract],[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
110,   기본주당이익(손실),[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,96
111,수익(매출액),[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"297,776,269,392"
112,매출원가,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"84,502,785,644"
113,매출총이익,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"213,273,483,748"
114,판매비와관리비,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"181,422,067,230"
115,영업이익(손실),[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"31,851,416,518"
116,기타수익,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"100,588,874"
117,기타비용,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"1,706,938,883"
118,금융수익,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"11,983,235,074"
119,금융비용,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"633,797,317"
120,법인세비용차감전순이익(손실),[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"41,594,504,266"
121,법인세비용,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"9,794,112,872"
122,당기순이익(손실),[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"31,800,391,394"
123,주당이익 [abstract],[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
124,   기본주당이익(손실),[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,"5,330"
125,   희석주당이익(손실),[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,"5,330"
126,매출액,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"25,012,309,861"
127,매출원가,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"3,119,964,026"
128,매출총이익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"21,892,345,835"
129,판매비와관리비,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"1,641,064,505"
130,   대손상각비,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,0
131,   기타,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,"1,641,064,505"
132,영업이익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"20,251,281,330"
133,영업외수익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"8,643,372,647"
134,영업외비용,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"1,029,553,246"
135,금융수익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"682,774,934"
136,   이자수익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,"682,774,934"
137,   기타,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome,0
138,금융원가,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,"893,158,500"
139,   이자비용,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense,"332,390,050"
140,   기타금융비용,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialExpenses,"560,768,450"
141,법인세비용차감전순이익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,"27,654,717,165"
142,법인세비용,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,"3,042,503,512"
143,분기순이익,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,"24,612,213,653"
144,주당이익 [abstract],[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,nan
145,   계속영업기본주당이익(손실),[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,431
146,매출액,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,"145,697,408,625"
147,   제품매출액,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsProduct,"142,912,966,482"
148,   상품매출액,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsMerchandise,"2,784,442,143"
149,매출원가,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"129,141,132,949"
150,   제품매출원가,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsProduct,"126,197,533,989"
151,   상품매출원가,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsMerchandises,"2,943,598,960"
152,매출총이익,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,"16,556,275,676"
153,판매비와관리비,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,"9,093,848,659"
154,대손상각비,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357935,"1,548,851,826"
155,영업이익(손실),[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,"5,913,575,191"
156,기타수익,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"1,273,994,538"
157,기타비용,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"1,233,384,746"
