,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월
21,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"221,665,057,966"
22,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"163,476,721,113"
23,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"58,188,336,853"
24,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"28,187,423,810"
25,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"54,866,279,214"
26,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타수익,"4,556,180,356"
27,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타비용,"20,864,772,565"
28,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,entity00113410_udf_IS_2017112133014742_IncomeStatementAbstract,지분법손익,"2,147,777,234"
29,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"17,348,666,474"
30,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"5,990,209,345"
31,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,분기순이익(손실),"11,358,457,129"
32,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,분기순이익(손실)의 귀속,nan
33,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주지분,"15,758,618,224"
34,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,"-4,400,161,095"
35,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
36,[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본 및 희석주당손익(손실),620
37,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,매출액,"225,803,046,210"
38,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"133,623,375,136"
39,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"92,179,671,074"
40,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"27,436,364,493"
41,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"64,743,306,581"
42,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"3,910,476,111"
43,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융비용,"5,788,871,837"
44,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타영업외수익,"6,625,633,239"
45,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타영업외비용,"3,745,749,131"
46,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00160843_udf_IS_201889114827723_IncomeStatementAbstract,지분법이익,"36,258"
47,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00160843_udf_IS_201889114834674_IncomeStatementAbstract,지분법손실,0
48,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"65,744,831,221"
49,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"10,680,009,105"
50,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익(손실),"55,064,822,116"
51,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),0
52,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"55,064,822,116"
53,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],nan
54,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),"55,064,822,116"
55,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),0
56,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
57,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),"1,268"
58,[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   희석주당이익(손실),"1,268"
59,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"58,371,431,230"
60,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"51,142,606,089"
61,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"7,228,825,141"
62,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"4,077,337,086"
63,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"3,151,488,055"
64,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타이익,"1,629,704,772"
65,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타손실,"1,279,865,725"
66,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"330,048,597"
67,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"368,026,289"
68,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"3,463,349,410"
69,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"955,462,836"
70,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"2,507,886,574"
71,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],nan
72,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),"2,578,582,723"
73,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),"-70,696,149"
74,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
75,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),161
76,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"4,196,135,000,000"
77,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"3,729,179,000,000"
78,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"466,956,000,000"
79,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"457,494,000,000"
80,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"9,462,000,000"
81,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타이익,"77,776,000,000"
82,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타손실,"91,058,000,000"
83,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"32,667,000,000"
84,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"85,474,000,000"
85,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"-56,627,000,000"
86,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"238,607,000,000"
87,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익(손실),"-295,234,000,000"
88,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"-295,234,000,000"
89,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],nan
90,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),"-338,194,000,000"
91,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),"42,962,000,000"
92,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
93,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),"-3,572"
94,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),"-3,572"
95,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   우선주당이익(손실),"-3,559"
96,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,      계속영업우선주당이익(손실),"-3,559"
97,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,매출액,"2,441,472,795,054"
98,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromConstruction,   공사매출,"2,302,942,442,952"
99,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsRealEstate,   분양매출,"37,061,214,987"
100,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue,   기타매출,"101,469,137,115"
101,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"2,150,478,246,478"
102,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromConstruction,   공사매출원가,"2,029,990,135,983"
103,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsRealEstate,   분양매출원가,"34,813,818,985"
104,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherCostOfSales,   기타매출원가,"85,674,291,510"
105,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"290,994,548,576"
106,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"119,961,447,000"
107,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"171,033,101,576"
108,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타수익,"164,036,544,039"
109,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타비용,"96,733,439,927"
110,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030_udf_IS_20171189420759_IncomeStatementAbstract,관계회사지분증권손익,"-1,824,397,463"
111,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030_udf_IS_2017118942533_udf_IS_20171189420759_IncomeStatementAbstract,   지분법이익,"318,023,106"
112,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030_udf_IS_20171189431832_udf_IS_20171189420759_IncomeStatementAbstract,   지분법손실,"-2,142,420,569"
113,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"53,116,017,495"
114,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"104,964,866,182"
115,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"184,662,959,538"
116,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"53,150,680,885"
117,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익,"131,512,278,653"
118,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030_udf_IS_20171189464915_ProfitLoss,   지배기업의 소유주에게 귀속되는 당기순이익,"128,458,717,551"
119,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030_udf_IS_201711894652175_ProfitLoss,   비지배지분에 귀속되는 당기순이익,"3,053,561,102"
120,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
121,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),"1,615"
122,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   희석주당이익(손실),"1,532"
123,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"868,156,577,196"
124,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsMerchandise,   상품매출액,"785,102,205,731"
125,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsProduct,   제품매출액,"69,760,183,889"
126,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromRenderingOfServicesCommission,   수수료매출,"13,294,187,576"
127,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"825,582,969,977"
128,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsMerchandises,   상품매출원가,"751,869,515,312"
129,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsProduct,   제품매출원가,"64,714,230,889"
130,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromRenderingOfServicesCommission,   수수료매출원가,"8,999,223,776"
131,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"42,573,607,219"
132,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"23,067,129,075"
133,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"19,506,478,144"
134,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타이익,"59,237,969,289"
135,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타손실,"62,051,294,207"
136,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"164,476,771"
137,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"4,475,850,308"
138,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,entity00138190_udf_IS_2017111154728627_IncomeStatementAbstract,관계기업관련손익,"-587,856,912"
139,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"11,793,922,777"
140,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"3,520,691,817"
141,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"8,273,230,960"
142,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],nan
143,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),"8,107,282,449"
144,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),"165,948,511"
145,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
146,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),98
147,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"308,009,834,214"
148,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"97,576,692,050"
149,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"210,433,142,164"
150,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"179,039,783,860"
151,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"31,393,358,304"
