,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월
54,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"3,187,456,338"
55,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
56,[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),199
57,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"207,628,000,000"
58,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"207,628,000,000"
59,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"15,832,000,000"
60,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"191,796,000,000"
61,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타이익,"3,000,000"
62,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타손실,"71,000,000"
63,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"50,000,000"
64,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"3,990,000,000"
65,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"187,788,000,000"
66,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"5,016,000,000"
67,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"182,772,000,000"
68,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
69,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),"1,930"
70,[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   우선주당이익(손실),"1,943"
71,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,매출액,"2,145,582,508,245"
72,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromConstruction,   공사매출,"2,076,254,969,805"
73,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsRealEstate,   분양매출,"37,061,214,987"
74,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue,   기타매출,"32,266,323,453"
75,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"1,871,265,822,963"
76,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromConstruction,   공사매출원가,"1,804,694,391,481"
77,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsRealEstate,   분양매출원가,"34,870,059,501"
78,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherCostOfSales,   기타매출원가,"31,701,371,981"
79,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"274,316,685,282"
80,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"101,143,790,317"
81,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"173,172,894,965"
82,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타수익,"165,288,870,258"
83,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타비용,"144,352,312,630"
84,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"60,700,707,319"
85,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"72,301,300,267"
86,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"182,508,859,645"
87,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"46,449,915,438"
88,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익,"136,058,944,207"
89,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
90,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),nan
91,[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   희석주당이익(손실),nan
92,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"711,402,841,808"
93,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsMerchandise,   상품매출액,"698,349,504,001"
94,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromRenderingOfServicesCommission,   수수료매출,"13,053,337,807"
95,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"680,025,109,249"
96,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsMerchandises,   상품매출원가,"671,347,177,567"
97,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromRenderingOfServicesCommission,   수수료매출원가,"8,677,931,682"
98,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"31,377,732,559"
99,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"16,064,365,467"
100,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"15,313,367,092"
101,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타이익,"51,033,002,534"
102,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타손실,"53,778,200,608"
103,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"855,233,282"
104,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"2,831,660,717"
105,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업및종속기업관련손익,0
106,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"10,591,741,583"
107,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"2,711,149,358"
108,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"7,880,592,225"
109,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
110,[001250],GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),96
111,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,수익(매출액),"297,776,269,392"
112,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"84,502,785,644"
113,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"213,273,483,748"
114,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"181,422,067,230"
115,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"31,851,416,518"
116,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타수익,"100,588,874"
117,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타비용,"1,706,938,883"
118,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"11,983,235,074"
119,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융비용,"633,797,317"
120,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"41,594,504,266"
121,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"9,794,112,872"
122,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"31,800,391,394"
123,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
124,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   기본주당이익(손실),"5,330"
125,[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   희석주당이익(손실),"5,330"
126,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,매출액,"25,012,309,861"
127,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"3,119,964,026"
128,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"21,892,345,835"
129,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"1,641,064,505"
130,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,   대손상각비,0
131,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,   기타,"1,641,064,505"
132,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"20,251,281,330"
133,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,영업외수익,"8,643,372,647"
134,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,영업외비용,"1,029,553,246"
135,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"682,774,934"
136,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,   이자수익,"682,774,934"
137,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome,   기타,0
138,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"893,158,500"
139,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense,   이자비용,"332,390,050"
140,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialExpenses,   기타금융비용,"560,768,450"
141,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"27,654,717,165"
142,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"3,042,503,512"
143,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,분기순이익,"24,612,213,653"
144,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],nan
145,[012630],HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당이익(손실),431
146,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,매출액,"145,697,408,625"
147,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsProduct,   제품매출액,"142,912,966,482"
148,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsMerchandise,   상품매출액,"2,784,442,143"
149,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"129,141,132,949"
150,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsProduct,   제품매출원가,"126,197,533,989"
151,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsMerchandises,   상품매출원가,"2,943,598,960"
152,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"16,556,275,676"
153,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"9,093,848,659"
154,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357935,대손상각비,"1,548,851,826"
155,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"5,913,575,191"
156,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,기타수익,"1,273,994,538"
157,[089470],HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,기타비용,"1,233,384,746"
